cohort,bucket,n_common_genes,n_mvs_common,observed_r_full,observed_r_mvs,perm_p95_full,perm_p99_full,perm_p_value_full,perm_p99_mvs,perm_p_value_mvs,perm_n_actual,ci_low_full,ci_high_full,ci_low_mvs,ci_high_mvs,n_bootstrap
allen_atlas_monocyte,monocyte,3460,57,0.1523,-0.0102,0.2906,0.366,0.2028,0.5699,0.5095,1000,-0.1129,0.3067,-0.5156,0.4153,200
